gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
PRYP2	chrY	0	0	0	0
PRYP3	chrY	0	0	0	0
PRYP4	chrY	0	0	0	0
PRYP5	chrY	0	0	0	0
PRYP6	chrY	0	0	0	0
PSAP	chr10	22408	19026	33850	19
PSAPL1	chr4	5	14	7	0
PSAT1	chr9	3420	3882	14824	3
PSAT1P1	chr8	0	0	0	0
PSAT1P2	chr2	0	1	0	0
PSAT1P3	chr1	0	1	0	0
PSAT1P4	chr3	0	0	0	0
PSCA	chr8	0	1	2	0
PSD	chr10	180	194	1895	0
PSD2	chr5	159	86	340	0
PSD2-AS1	chr5	0	2	4	0
PSD3	chr8	1829	2843	1895	0
PSD4	chr2	231	137	256	1
PSEN1	chr14	1669	1742	3252	1
PSEN2	chr1	928	777	921	0
PSENEN	chr19	165	235	1400	0
PSG1	chr19	0	0	0	0
PSG10P	chr19	0	0	0	0
PSG11	chr19	0	0	0	0
PSG2	chr19	0	0	0	0
PSG3	chr19	0	0	0	0
PSG4	chr19	0	0	0	0
PSG5	chr19	0	0	0	0
PSG6	chr19	0	0	0	0
PSG7	chr19	0	1	0	0
PSG8	chr19	0	0	0	0
PSG8-AS1	chr19	0	0	0	0
PSG9	chr19	0	0	0	0
PSIP1	chr9	1927	1558	10442	0
PSIP1P1	chr9	0	0	0	0
PSKH1	chr16	1544	1447	2112	0
PSKH2	chr8	0	0	0	0
PSLNR	chr22	0	0	0	0
PSMA1	chr11	1139	985	3794	0
PSMA1P1	chrX	0	1	0	1
PSMA2	chr7	188	346	3969	0
PSMA2P1	chr11	1	0	1	0
PSMA2P2	chr8	0	0	0	0
PSMA2P3	chr2	0	0	0	0
PSMA3	chr14	806	771	1769	0
PSMA3-AS1	chr14	1510	1530	1465	2
PSMA3P1	chr14	0	0	0	0
PSMA4	chr15	318	209	3436	0
PSMA5	chr1	202	234	3047	0
PSMA5P1	chrX	0	0	0	0
PSMA6	chr14	904	785	1781	1
PSMA6P1	chrY	1	0	2	0
PSMA6P2	chrX	0	0	0	0
PSMA6P3	chr21	0	0	0	0
PSMA6P4	chr13	0	0	0	0
PSMA8	chr18	1	0	0	0
PSMB1	chr6	778	778	2812	0
PSMB10	chr16	275	361	420	0
PSMB11	chr14	0	0	2	0
PSMB2	chr1	1226	966	2475	24
PSMB3	chr17	0	0	2383	0
PSMB3P1	chr12	0	0	0	0
PSMB3P2	chr2	1	2	0	0
PSMB4	chr1	402	352	6547	0
PSMB5	chr14	1993	2128	3462	0
PSMB6	chr17	966	1004	1717	1
PSMB7	chr9	964	900	2372	0
PSMB7P1	chr14	0	0	0	0
PSMB8	chr6	0	0	940	0
PSMB8-AS1	chr6	0	0	66	0
PSMB9	chr6	0	0	90	0
PSMC1	chr14	391	479	3901	0
PSMC1P1	chr3	0	0	51	0
PSMC1P10	chr2	0	0	0	0
PSMC1P11	chr6	0	0	0	0
PSMC1P12	chr1	0	0	0	0
PSMC1P13	chr13	0	0	0	0
PSMC1P2	chr7	0	0	0	0
PSMC1P3	chr7	0	0	0	0
PSMC1P4	chr5	0	0	0	0
PSMC1P5	chr5	0	0	0	0
PSMC1P6	chr3	0	0	0	0
PSMC1P7	chr3	0	0	0	0
PSMC1P8	chr12	0	0	0	0
PSMC1P9	chr12	0	0	0	0
PSMC2	chr7	1001	847	2810	0
PSMC2P1	chr3	0	0	0	0
PSMC2P2	chr8	0	0	0	0
PSMC3	chr11	1431	1309	3170	0
PSMC3IP	chr17	205	199	721	0
PSMC4	chr19	971	983	2514	0
PSMC5	chr17	649	568	4898	0
PSMC6	chr14	253	252	4557	0
PSMD1	chr2	1695	1528	4778	1
PSMD10	chrX	308	261	1367	0
PSMD10P2	chr3	0	0	0	0
PSMD10P3	chr13	1	0	0	0
PSMD11	chr17	818	885	3288	1
PSMD12	chr17	487	449	1543	18
PSMD12P1	chr3	0	0	0	0
PSMD13	chr11	1308	1117	3120	2
PSMD14	chr2	326	346	2582	0
PSMD14P1	chr2	0	0	0	0
PSMD2	chr3	2652	3025	9952	1
PSMD3	chr17	1265	1408	6489	2
PSMD4	chr1	943	854	3574	0
PSMD4P1	chr21	0	1	0	0
PSMD5	chr9	390	738	1431	0
PSMD6	chr3	538	471	2770	1
PSMD6-AS1	chr3	5	14	1	1
PSMD6-AS2	chr3	56	35	33	0
PSMD7	chr16	1553	1544	1988	0
PSMD7-DT	chr16	3	2	5	0
PSMD7P1	chr17	0	0	0	0
PSMD8	chr19	1358	1251	2138	0
PSMD8P1	chr1	0	0	0	0
PSMD9	chr12	549	479	1187	1
PSME1	chr14	426	351	2446	1
PSME2	chr14	1048	1440	2844	0
PSME2P1	chr5	0	0	0	0
PSME2P2	chr13	0	27	7	0
PSME2P3	chr4	0	0	4	0
PSME2P4	chr4	2	1	0	0
PSME2P5	chr8	2	1	0	0
PSME2P6	chr10	0	0	0	0
PSME3	chr17	1627	1587	2727	0
PSME3IP1	chr16	1388	1323	2064	1
PSME4	chr2	995	1111	4100	1
PSMG1	chr21	272	294	874	0
PSMG2	chr18	606	720	751	1
PSMG3	chr7	836	803	189	0
PSMG3-AS1	chr7	636	58	107	1
PSMG4	chr6	289	414	529	0
PSORS1C1	chr6	8	7	47	0
PSORS1C2	chr6	0	0	9	0
PSORS1C3	chr6	0	0	0	0
PSPC1	chr13	465	432	1838	1
PSPC1-AS2	chr13	0	0	13	0
PSPC1P1	chr13	0	1	0	0
PSPC1P2	chr13	0	0	0	0
PSPH	chr7	295	313	1312	0
PSPHP1	chr7	0	2	1	0
PSPN	chr19	121	201	44	0
PSRC1	chr1	54	76	1951	0
PSTK	chr10	176	165	88	1
PSTPIP1	chr15	6	4	0	0
PSTPIP2	chr18	100	87	165	0
PTAFR	chr1	3	3	2	0
PTAR1	chr9	1737	1980	3532	1
PTBP1	chr19	3415	3501	6510	1
PTBP1P	chr14	0	3	2	0
PTBP2	chr1	274	230	2094	0
PTBP3	chr9	646	613	2764	0
PTCD1	chr7	742	940	1594	1
PTCD2	chr5	410	294	503	1
PTCD2P1	chr14	0	0	0	0
PTCD2P2	chr10	0	0	0	0
PTCD3	chr2	2547	2414	2470	1
PTCH1	chr9	306	387	654	0
PTCH2	chr1	80	93	284	0
PTCHD1	chrX	238	225	294	1
PTCHD1-AS	chrX	0	0	1	0
PTCHD3	chr10	0	0	0	0
PTCHD3P1	chr10	3	146	37	0
PTCHD3P2	chr2	1	1	0	0
PTCHD3P3	chr6	0	0	0	0
PTCHD4	chr6	437	193	291	0
PTCRA	chr6	0	0	0	0
PTCSC1	chr8	0	2	0	0
PTCSC2	chr9	0	0	0	0
PTCSC3	chr14	0	0	0	0
PTDSS1	chr8	1034	1140	3192	1
PTDSS2	chr11	230	275	3082	0
PTEN	chr10	881	1031	6669	0
PTENP1	chr9	8	7	42	0
PTENP1-AS	chr9	41	4	53	0
PTER	chr10	122	201	207	0
PTF1A	chr10	1	0	1	0
PTGDR	chr14	2	6	2	0
PTGDR2	chr11	20	83	60	0
PTGDS	chr9	4173	3110	1045	5
PTGER1	chr19	0	19	10	0
PTGER2	chr14	129	40	193	0
PTGER3	chr1	306	235	989	0
PTGER4	chr5	253	115	604	0
PTGER4P2	chr9	0	0	0	0
PTGER4P2-CDK2AP2P2	chr9	0	0	11	0
PTGER4P3	chr9	0	0	0	0
PTGES	chr9	165	124	136	0
PTGES2	chr9	1072	803	794	1
PTGES2-AS1	chr9	4	2	5	0
PTGES3	chr12	1582	1457	9048	1
PTGES3L	chr17	16	26	247	0
PTGES3L-AARSD1	chr17	424	435	1304	0
PTGES3P1	chr1	0	1	23	0
PTGES3P2	chr2	0	0	2	0
PTGES3P3	chr4	0	3	3	0
PTGES3P4	chr10	5	5	1	0
PTGES3P5	chr10	0	0	0	0
PTGFR	chr1	3923	4948	4410	3
PTGFRN	chr1	6349	6145	17051	11
PTGIR	chr19	128	289	139	0
PTGR1	chr9	81	344	996	0
PTGR2	chr14	126	356	1287	2
PTGS1	chr9	1047	1201	1168	1
PTGS2	chr1	39	60	102	0
PTH	chr11	0	0	0	0
PTH1R	chr3	278	237	970	0
PTH2	chr19	0	0	0	0
PTH2R	chr2	15	170	177	0
PTHLH	chr12	17	10	130	0
PTK2	chr8	1513	1325	6668	0
PTK2B	chr8	399	265	680	1
PTK7	chr6	8895	13516	23828	11
PTMA	chr2	2294	1808	11461	4
PTMAP1	chr6	0	0	0	0
PTMAP10	chr7	0	0	0	0
PTMAP11	chr9	6	1	2	0
PTMAP12	chr9	2	0	1	0
PTMAP15	chr8	0	0	0	0
PTMAP2	chr5	0	48	18	0
PTMAP4	chr12	0	0	2	0
PTMAP5	chr13	0	57	744	0
PTMAP8	chr3	0	1	0	0
PTMAP9	chr12	0	0	0	0
PTMS	chr12	3402	3180	9530	16
PTN	chr7	4844	5725	19801	4
PTOV1	chr19	4416	3537	6886	3
PTOV1-AS1	chr19	455	518	483	0
PTOV1-AS2	chr19	122	90	60	0
PTP4A1	chr6	1131	1081	4379	1
PTP4A1P1	chr2	1	0	0	0
PTP4A1P2	chr12	0	2	4	0
PTP4A1P3	chr7	0	0	1	0
PTP4A1P4	chr5	0	0	0	0
PTP4A1P5	chrX	0	0	0	0
PTP4A1P6	chr11	0	0	0	0
PTP4A1P7	chr1	0	0	0	0
PTP4A2	chr1	1310	1484	6593	1
PTP4A2P1	chr17	2	0	0	0
PTP4A2P2	chr11	2	2	1	0
PTP4A3	chr8	0	0	1093	0
PTPA	chr9	2416	2047	4405	2
PTPDC1	chr9	639	844	1005	0
PTPMT1	chr11	534	524	1773	0
PTPN11	chr12	2073	1986	8693	2
PTPN12	chr7	887	632	3524	0
PTPN13	chr4	4292	4205	9290	2
PTPN14	chr1	2801	3115	2970	6
PTPN18	chr2	464	323	634	0
PTPN2	chr18	391	432	891	0
PTPN20	chr10	0	0	0	0
PTPN20CP	chr10	0	0	0	0
PTPN21	chr14	1129	914	3053	3
PTPN22	chr1	0	2	2	0
PTPN23	chr3	2373	2665	4578	0
PTPN2P1	chr1	0	0	0	0
PTPN2P2	chr13	0	0	6	0
PTPN3	chr9	535	591	1564	2
PTPN4	chr2	696	817	1219	1
PTPN5	chr11	51	61	150	0
PTPN6	chr12	9	9	15	0
PTPN7	chr1	2	1	2	0
PTPN9	chr15	809	705	5845	1
PTPRB	chr12	11	32	62	0
PTPRC	chr1	1	2	2	0
PTPRCAP	chr11	65	9	47	0
PTPRD	chr9	3056	2512	6685	2
PTPRD-AS1	chr9	33	15	30	0
PTPRD-AS2	chr9	0	0	0	0
PTPRE	chr10	138	206	231	0
PTPRF	chr1	8662	8178	13489	11
PTPRG	chr3	4018	2728	7242	3
PTPRG-AS1	chr3	207	165	110	0
PTPRH	chr19	19	5	9	0
PTPRJ	chr11	374	212	574	0
PTPRJ-AS1	chr11	0	0	0	0
PTPRK	chr6	0	0	5943	0
PTPRK-AS1	chr6	0	0	0	0
PTPRM	chr18	4454	2543	7609	5
PTPRN	chr2	150	70	118	0
PTPRN2	chr7	181	267	118	0
PTPRN2-AS1	chr7	0	1	0	0
PTPRO	chr12	1495	460	3057	2
PTPRQ	chr12	51	51	166	0
PTPRR	chr12	18	31	58	0
PTPRS	chr19	6634	11455	17902	4
PTPRU	chr1	1398	2004	4279	0
PTPRVP	chr1	6	20	18	0
PTPRZ1	chr7	2171	1435	6268	2
PTRH1	chr9	114	91	229	0
PTRH2	chr17	88	122	879	0
PTRHD1	chr2	32	67	491	0
PTS	chr11	216	101	446	0
PTTG1	chr5	232	275	518	0
PTTG1IP	chr21	5785	5841	4009	3
PTTG1IP2	chr7	0	0	0	0
PTTG2	chr4	0	0	0	0
PTTG3P	chr8	0	0	0	0
PTTG4P	chr14	1	0	0	0
PTX3	chr3	1680	1450	3264	1
PTX4	chr16	0	3	1	0
PUDP	chrX	156	159	329	0
PUDPP1	chrY	0	0	0	0
PUDPP2	chr1	0	0	0	0
PUF60	chr8	8	4	5668	0
PUM1	chr1	779	753	7970	0
PUM2	chr2	1384	1341	6956	0
PUM3	chr9	395	259	922	0
PURA	chr5	345	336	1764	0
PURB	chr7	1085	1103	4933	1
PURG	chr8	131	95	826	0
PURPL	chr5	25	19	14	0
PUS1	chr12	302	346	224	1
PUS10	chr2	165	109	538	0
PUS3	chr11	163	133	443	0
PUS7	chr7	169	134	861	0
PUS7L	chr12	502	516	851	0
PUSL1	chr1	332	299	93	1
PVALB	chr22	0	0	24	0
PVALEF	chr17	5	6	0	0
PVR	chr19	1636	1564	1795	14
PVRIG	chr7	126	444	394	4
PVRIG2P	chr7	576	539	364	1
PVT1	chr8	189	222	248	0
PWAR1	chr15	4	9	7	0
PWAR5	chr15	230	509	276	0
PWP1	chr12	429	495	3035	0
PWP2	chr21	0	0	167	0
PWRN1	chr15	31	4	30	1
PWRN2	chr15	0	1	0	0
PWRN4	chr15	0	1	2	0
PWWP2A	chr5	259	265	1388	0
PWWP2AP1	chr13	0	0	0	0
PWWP2B	chr10	189	305	491	0
PWWP3A	chr19	4535	4266	1699	6
PWWP3B	chrX	196	211	438	0
PWWP4	chrX	0	0	0	0
PXDC1	chr6	1294	1332	929	1
PXDN	chr2	20951	20415	39140	13
PXDNL	chr8	59	86	96	0
PXK	chr3	333	383	1763	0
PXMP2	chr12	128	140	605	0
PXN	chr12	2507	1901	4295	3
PXN-AS1	chr12	1012	761	2360	1
PXT1	chr6	1	1	1	0
PXYLP1	chr3	788	784	2228	0
PYCARD	chr16	61	35	27	0
PYCARD-AS1	chr16	8	10	17	0
PYCR1	chr17	3472	3989	4883	14
PYCR2	chr1	1094	1094	1664	0
PYCR3	chr8	0	0	216	0
PYDC1	chr16	3	0	3	0
PYDC2	chr3	0	0	0	0
PYGL	chr14	651	1237	4636	3
PYGM	chr11	272	303	1036	1
PYGO1	chr15	868	934	2342	0
PYGO2	chr1	1909	1949	3252	1
PYHIN1	chr1	0	0	0	0
PYHIN5P	chr1	0	0	0	0
PYM1	chr12	157	215	650	0
PYROXD1	chr12	514	463	1071	0
PYROXD2	chr10	291	438	652	1
PYURF	chr4	537	470	1627	1
PYY	chr17	0	6	1	0
PYY2	chr17	4	0	1	0
PYY3	chrX	0	0	0	0
PZP	chr12	2	4	6	0
QARS1	chr3	3240	2846	8973	0
QDPR	chr4	480	1247	673	0
QKI	chr6	3220	2932	15208	0
QPCT	chr2	76	81	128	0
QPCTL	chr19	145	148	1008	0
QPRT	chr16	1918	2121	1332	9
QRFP	chr9	10	7	3	0
QRFPR	chr4	7	44	50	0
QRICH1	chr3	1410	1567	5020	0
QRICH2	chr17	819	704	675	1
QRSL1	chr6	436	527	684	0
QRSL1P1	chr1	0	0	0	0
QRSL1P2	chr1	0	0	0	0
QRSL1P3	chr14	0	2	1	0
QSER1	chr11	1312	1402	3701	1
QSOX1	chr1	3081	2069	8323	2
QSOX2	chr9	1514	2238	1808	3
QTRT1	chr19	574	719	3242	1
QTRT1P1	chrX	0	0	0	0
QTRT2	chr3	500	590	544	0
R3HCC1	chr8	883	937	639	2
R3HCC1L	chr10	362	318	538	0
R3HDM1	chr2	576	532	2959	0
R3HDM2	chr12	1314	1878	5736	2
R3HDM2P1	chr4	1	2	1	0
R3HDM2P2	chr6	0	0	0	0
R3HDM4	chr19	1119	992	1868	2
RAB10	chr2	1914	1639	5602	0
RAB11A	chr15	1982	1886	3889	0
RAB11AP1	chr10	0	0	0	0
RAB11AP2	chr12	0	0	0	0
RAB11B	chr19	1694	1310	3684	1
RAB11B-AS1	chr19	58	10	13	0
RAB11FIP1	chr8	1163	1205	1520	3
RAB11FIP1P1	chrX	231	153	238	0
RAB11FIP2	chr10	910	888	1868	0
RAB11FIP3	chr16	145	120	2806	0
RAB11FIP4	chr17	314	336	887	0
RAB11FIP5	chr2	2064	2308	1317	1
RAB12	chr18	840	934	2001	0
RAB13	chr1	1660	1650	2008	1
RAB14	chr9	932	990	4546	1
RAB15	chr14	1959	2846	3952	3
RAB17	chr2	22	11	7	1
RAB18	chr10	1146	1297	5096	2
RAB19	chr7	1	1	0	0
RAB1A	chr2	509	671	9486	0
RAB1AP1	chr2	0	0	0	0
RAB1AP2	chr6	0	0	0	0
RAB1B	chr11	1380	1413	4691	1
RAB1C	chr9	0	0	0	1
RAB20	chr13	40	13	29	0
RAB21	chr12	580	640	2198	0
RAB23	chr6	2192	1021	2444	1
RAB24	chr5	188	251	5224	0
RAB25	chr1	2	4	16	0
RAB26	chr16	62	184	270	0
RAB27A	chr15	156	182	330	0
RAB27B	chr18	127	55	104	1
RAB28	chr4	286	431	558	0
RAB28P1	chr9	0	0	0	0
RAB28P2	chr9	0	0	0	0
RAB28P3	chr9	0	0	0	0
RAB28P4	chr9	0	0	0	0
RAB28P5	chrX	21	26	46	0
RAB29	chr1	372	503	958	0
RAB2A	chr8	989	826	7139	1
RAB2B	chr14	972	1093	1388	3
RAB30	chr11	1059	715	1719	1
RAB30-DT	chr11	200	197	113	2
RAB31	chr18	860	1577	3694	4
RAB32	chr6	452	501	583	0
RAB33A	chrX	1	9	116	0
RAB33B	chr4	360	562	1072	0
RAB33B-AS1	chr4	87	183	121	0
RAB34	chr17	1653	1663	5056	0
RAB35	chr12	1081	1158	1207	1
RAB36	chr22	366	511	812	3
RAB37	chr17	14	15	5	1
RAB38	chr11	87	190	289	0
RAB39A	chr11	8	3	17	0
RAB39B	chrX	111	154	367	0
RAB3A	chr19	66	50	457	0
RAB3B	chr1	362	219	349	0
RAB3C	chr5	493	695	1043	0
RAB3D	chr19	637	916	591	1
RAB3GAP1	chr2	1894	1693	4286	0
RAB3GAP2	chr1	736	676	3865	0
RAB3IL1	chr11	1109	1164	1714	0
RAB3IP	chr12	88	43	303	0
RAB40A	chrX	24	28	74	0
RAB40AL	chrX	0	4	18	0
RAB40B	chr17	606	692	710	1
RAB40C	chr16	995	845	588	5
RAB41	chrX	0	1	49	0
RAB42	chr1	79	103	425	0
RAB42P1	chr14	0	0	0	0
RAB43	chr3	146	182	614	0
RAB43P1	chr16	0	0	12	0
RAB44	chr6	11	16	13	0
RAB4A	chr1	290	383	1700	0
RAB4B	chr19	91	66	883	0
RAB4B-EGLN2	chr19	860	882	4789	0
RAB5A	chr3	724	650	2448	0
RAB5B	chr12	2855	3032	6692	1
RAB5C	chr17	1477	1361	3487	2
RAB5C-AS1	chr17	0	0	3	0
RAB5CP1	chr10	0	0	0	0
RAB5CP2	chr5	0	1	0	0
RAB6A	chr11	2392	2659	5087	0
RAB6B	chr3	712	660	1760	0
RAB6C	chr2	0	0	1	0
RAB6C-AS1	chr2	0	0	0	0
RAB6D	chr2	4	1	1	2
RAB7A	chr3	1938	1983	5019	2
RAB7B	chr1	495	390	375	0
RAB8A	chr19	1047	945	771	0
RAB8B	chr15	658	812	1810	1
RAB9A	chrX	1	6	1107	0
RAB9AP1	chrY	0	0	0	0
RAB9AP2	chrY	0	0	0	0
RAB9AP3	chrY	0	0	0	0
RAB9AP4	chrY	0	0	0	0
RAB9AP5	chrY	0	0	0	0
RAB9B	chrX	202	95	336	1
RAB9BP1	chr5	0	0	0	0
RABAC1	chr19	960	1175	3467	1
RABEP1	chr17	1547	1528	3871	2
RABEP2	chr16	345	281	855	2
RABEPK	chr9	564	596	613	0
RABEPKP1	chr13	0	0	0	0
RABGAP1	chr9	673	834	7504	1
RABGAP1L	chr1	375	458	1142	1
RABGAP1L-AS1	chr1	0	0	0	0
RABGAP1L-DT	chr1	1	0	2	0
RABGAP1L-IT1	chr1	0	0	1	0
RABGEF1	chr7	915	967	1735	2
RABGGTA	chr14	540	444	1442	1
RABGGTB	chr1	762	719	2797	0
RABIF	chr1	313	244	325	1
RABL2A	chr2	223	125	898	0
RABL2B	chr22	176	98	1281	0
RABL3	chr3	549	434	372	0
RABL6	chr9	3484	4418	2312	5
RAC1	chr7	4109	4279	4249	2
RAC1P1	chr18	0	0	0	0
RAC1P2	chr4	0	0	72	0
RAC1P3	chr13	0	0	1	0
RAC1P4	chrX	1	0	0	0
RAC1P5	chr4	0	0	0	0
RAC1P6	chr7	0	0	0	0
RAC1P7	chr1	0	0	0	0
RAC1P8	chr13	0	0	0	0
RAC1P9	chr7	0	0	0	0
RAC2	chr22	9	3	4	0
RAC3	chr17	716	620	662	1
RACGAP1	chr12	614	697	1144	0
RACGAP1P1	chr12	0	0	0	2
RACK1	chr5	5162	5493	30551	6
RAD1	chr5	583	644	978	5
RAD17	chr5	0	0	1253	0
RAD17P1	chr7	0	0	0	0
RAD17P2	chr13	0	0	0	0
RAD18	chr3	231	202	280	0
RAD1P1	chr10	0	0	1	0
RAD1P2	chr1	0	1	0	0
RAD21	chr8	1922	1975	9616	1
RAD21-AS1	chr8	4	0	35	0
RAD21P1	chrX	0	0	3	0
RAD23A	chr19	285	309	4411	0
RAD23B	chr9	2019	1882	8788	1
RAD23BP1	chr3	0	0	0	1
RAD23BP2	chr7	0	0	0	0
RAD23BP3	chr21	0	0	0	0
RAD50	chr5	1063	724	2566	0
RAD51	chr15	55	140	423	0
RAD51-AS1	chr15	226	272	399	1
RAD51AP1	chr12	181	189	272	0
RAD51AP1P1	chr3	0	0	1	0
RAD51AP2	chr2	5	9	8	0
RAD51B	chr14	88	63	359	0
RAD51C	chr17	40	157	212	0
RAD51D	chr17	325	270	418	1
RAD52	chr12	660	519	470	2
RAD52P1	chr2	0	0	0	0
RAD54B	chr8	172	213	423	0
RAD54L	chr1	119	120	597	0
RAD54L2	chr3	784	1030	2551	1
RAD54L2P1	chr19	0	0	0	0
RAD9A	chr11	760	515	828	0
RAD9B	chr12	39	87	140	0
RADIL	chr7	109	165	99	0
RADX	chrX	25	29	113	0
RAET1E	chr6	6	34	32	0
RAET1E-AS1	chr6	32	93	70	0
RAET1G	chr6	2	1	9	0
RAET1K	chr6	0	0	3	0
RAET1L	chr6	0	0	0	0
RAET1M	chr6	0	0	0	0
RAF1	chr3	2072	1831	6463	1
RAF1P1	chr4	0	0	0	0
RAG1	chr11	48	107	159	0
RAG2	chr11	2	4	51	0
RAI1	chr17	1287	1468	3590	3
RAI1-AS1	chr17	0	2	0	0
RAI14	chr5	6179	7264	9756	7
RAI2	chrX	153	158	635	0
RALA	chr7	1233	1295	2211	0
RALB	chr2	956	774	1418	2
RALBP1	chr18	1349	1548	2799	0
RALBP1P1	chr3	0	0	0	0
RALBP1P2	chr2	0	0	3	0
RALGAPA1	chr14	482	399	4228	0
RALGAPA1P1	chr9	0	0	144	0
RALGDS	chr9	2473	2017	4653	1
RALGPS1	chr9	567	521	1194	1
RALGPS2	chr1	1118	1561	2771	1
RALGPS2-AS1	chr1	2	7	1	0
RALYL	chr8	22	37	211	0
RAMAC	chr15	64	72	217	0
RAMACL	chr6	1	0	145	0
RAMP1	chr2	397	315	195	0
RAMP2	chr17	171	266	266	0
RAMP2-AS1	chr17	130	144	340	0
RAMP3	chr7	81	53	91	0
RAN	chr12	390	531	7501	1
RANBP1	chr22	327	313	3239	0
RANBP10	chr16	1037	827	1390	1
RANBP17	chr5	220	139	622	0
RANBP1P1	chrX	0	0	6	0
RANBP2	chr2	1924	1741	6875	2
RANBP20P	chr14	0	0	0	0
RANBP3	chr19	1440	1413	2266	1
RANBP3-DT	chr19	3	5	0	0
RANBP3L	chr5	76	58	189	0
RANBP6	chr9	473	599	2184	0
RANBP9	chr6	839	992	3333	0
RANGAP1	chr22	1762	1122	1450	1
RANGRF	chr17	504	356	295	0
RANP1	chr6	0	0	0	0
RANP2	chr7	0	0	0	0
RANP3	chr11	0	0	0	0
RANP4	chrX	69	43	28	0
RANP5	chr1	0	0	0	0
RANP6	chr4	0	0	0	0
RANP7	chr3	0	0	0	0
RANP8	chr13	0	0	1	0
RANP9	chr8	1	0	0	0
RAP1A	chr1	145	124	3174	0
RAP1AP	chr14	3	1	5	0
RAP1B	chr12	352	291	3679	0
RAP1BL	chr5	0	0	13	0
RAP1BP1	chr9	0	0	0	0
RAP1BP2	chr3	0	0	0	0
RAP1BP3	chr6	0	0	0	0
RAP1GAP	chr1	914	675	1020	2
RAP1GAP2	chr17	82	63	43	1
RAP1GDS1	chr4	940	1082	3398	0
RAP2A	chr13	795	591	1798	2
RAP2B	chr3	408	422	1639	0
RAP2C	chrX	496	475	3802	0
RAP2C-AS1	chrX	51	52	262	0
RAP2CP1	chr14	0	1	0	0
RAPGEF1	chr9	3605	3571	4100	3
RAPGEF2	chr4	1047	845	3482	1
RAPGEF3	chr12	397	398	836	0
RAPGEF4	chr2	170	462	830	0
RAPGEF4-AS1	chr2	11	62	22	0
RAPGEF5	chr7	248	145	470	0
RAPGEF6	chr5	513	618	1512	0
RAPGEFL1	chr17	417	372	1121	0
RAPH1	chr2	1502	907	2817	0
RAPSN	chr11	447	595	650	0
RARA	chr17	1533	2117	4468	3
RARA-AS1	chr17	87	125	94	0
RARB	chr3	67	50	305	0
RARG	chr12	1884	2108	3767	0
RARRES1	chr3	12	22	0	0
RARRES2	chr7	232	318	555	0
RARRES2P1	chr3	0	0	0	0
RARRES2P10	chr16	0	0	0	0
RARRES2P2	chr10	0	0	0	0
RARRES2P3	chrX	0	0	0	0
RARRES2P4	chr4	0	0	0	0
RARRES2P5	chr16	0	0	0	0
RARRES2P6	chr16	0	0	0	0
RARRES2P7	chr16	0	0	0	0
RARRES2P8	chr16	0	0	0	0
RARRES2P9	chr16	0	0	0	0
RARS1	chr5	859	747	3404	0
RARS1P1	chr12	0	1	0	0
RARS2	chr6	198	238	3743	0
RASA1	chr5	866	718	3812	2
RASA2	chr3	247	302	1401	0
RASA2-IT1	chr3	0	0	0	0
RASA3	chr13	1272	2174	1636	1
RASA3-IT1	chr13	0	0	0	0
RASA4	chr7	30	29	362	0
RASA4B	chr7	39	25	167	0
RASA4CP	chr7	3	2	273	0
RASA4DP	chr7	0	0	60	0
RASAL1	chr12	1	2	0	0
RASAL2	chr1	862	808	1925	0
RASAL2-AS1	chr1	19	6	8	0
RASAL3	chr19	1	2	1	0
RASD1	chr17	16	37	107	0
RASD2	chr22	68	152	74	0
RASEF	chr9	34	19	34	0
RASGEF1A	chr10	18	18	64	0
RASGEF1B	chr4	44	119	222	0
RASGEF1C	chr5	19	8	20	0
RASGRF1	chr15	8	11	58	0
RASGRF2	chr5	51	49	140	0
RASGRF2-AS1	chr5	1	1	0	0
RASGRP1	chr15	38	37	68	0
RASGRP2	chr11	305	336	602	1
RASGRP3	chr2	348	164	519	0
RASGRP3-AS1	chr2	16	2	0	1
RASGRP4	chr19	7	6	7	0
RASIP1	chr19	18	45	58	0
RASL10A	chr22	41	48	71	0
RASL10B	chr17	338	335	804	0
RASL11A	chr13	6	12	173	0
RASL11B	chr4	917	1184	1467	3
RASL12	chr15	35	23	38	0
RASSF1	chr3	672	790	451	1
RASSF1-AS1	chr3	5	5	7	0
RASSF10	chr11	11	20	42	0
RASSF10-DT	chr11	0	1	3	0
RASSF3	chr12	947	934	1763	0
RASSF4	chr10	1405	930	1609	1
RASSF5	chr1	56	64	68	0
RASSF6	chr4	1	11	2	0
RASSF7	chr11	110	142	448	0
RASSF8	chr12	715	570	5813	0
RASSF8-AS1	chr12	447	1276	1529	7
RASSF9	chr12	87	88	306	0
RAVER1	chr19	749	869	2648	2
RAVER2	chr1	375	344	1117	0
RAX	chr18	0	0	0	0
RAX2	chr19	1	2	1	0
RB1	chr13	331	290	4875	0
RB1-DT	chr13	1	0	4	0
RB1CC1	chr8	1003	933	3863	0
RBAK	chr7	824	921	719	2
RBAK-RBAKDN	chr7	31	39	111	0
RBAKDN	chr7	2	0	0	0
RBBP4	chr1	1814	1797	10828	2
RBBP4P1	chr5	135	3	13	96
RBBP4P2	chr3	1	1	11	0
RBBP4P3	chr6	0	0	0	0
RBBP4P4	chr6	0	0	0	0
RBBP4P5	chr14	0	2	0	0
